Program identifier,Target name,Right Ascension,Declination,Instrument,Dispersive Element,Phase Start,Phase End,Observing Mode,Scan Rate,Visit identifier,Date/Time Start,Date/Time End,Orbits,Status,PI name,Proprietary Period (Months),Direct image,White light curve,XY drift map
14218,KEPLER-51,19:45:55.1460,+49:56:15.66,WFC3/IR,G141,0.99629,0.99680,Stare,0.000,04,Jan 24 2017 18:43:35,Jan 25 2017 13:09:03,12,Archived,Berta-Thompson,12,N/A,N/A,N/A
14260,HAT-P-32,02:04:10.2800,+46:41:16.20,WFC3/IR,G141,0.90940,0.92180,Forward,0.050,01,Jan 21 2016 06:41:00,Jan 21 2016 14:02:43,5,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-76,01:46:31.8000,+02:42:02.00,WFC3/IR,G141,0.89080,0.91130,Forward,0.220,02,Nov 26 2015 08:40:02,Nov 26 2015 15:57:50,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-3,13:44:22.6000,+48:01:43.20,WFC3/IR,G141,0.93300,0.94240,Forward,0.070,03,Jun 28 2016 06:10:54,Jun 28 2016 13:31:32,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-3,13:44:22.6000,+48:01:43.20,WFC3/IR,G141,0.93300,0.94240,Forward,0.070,04,Feb 24 2016 13:53:57,Feb 24 2016 20:57:36,5,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-80,20:12:40.2000,-02:08:39.20,WFC3/IR,G141,0.94370,0.95760,Forward,0.220,05,Jun 21 2016 12:23:35,Jun 21 2016 18:02:01,4,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-52,23:13:58.7600,+08:45:40.60,WFC3/IR,G141,0.90720,0.92370,Forward,0.035,06,Aug 28 2016 13:18:05,Aug 28 2016 19:02:45,4,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-67,19:42:58.5000,-19:56:58.40,WFC3/IR,G141,0.96560,0.97030,Forward,0.037,07,Oct 22 2016 07:52:23,Oct 22 2016 13:37:42,4,Archived,Deming,0,Yes,Yes,Yes
14260,HD-149026,16:30:29.6200,+38:20:50.30,WFC3/IR,G141,0.93120,0.94330,Roundtrip,0.700,08,Mar 11 2016 13:13:27,Mar 11 2016 20:34:04,5,Archived,Deming,0,Yes,Yes,Yes
14260,HD-149026,16:30:29.6200,+38:20:50.30,WFC3/IR,G141,0.93120,0.94330,Roundtrip,0.700,09,Apr 03 2016 12:46:02,Apr 03 2016 20:10:24,5,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-39,14:29:18.4000,-03:26:40.20,WFC3/IR,G141,0.95240,0.95810,Forward,0.035,10,Aug 29 2016 11:01:27,Aug 29 2016 18:19:04,5,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-39,14:29:18.4000,-03:26:40.20,WFC3/IR,G141,0.95240,0.95810,Forward,0.035,11,Feb 07 2017 16:07:37,Feb 07 2017 23:24:16,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-38,02:21:31.9000,+32:14:46.80,WFC3/IR,G141,0.95790,0.96390,Forward,0.026,12,Mar 02 2016 10:21:59,Mar 02 2016 17:40:17,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-38,02:21:31.9000,+32:14:46.80,WFC3/IR,G141,0.95790,0.96390,Forward,0.026,13,Aug 25 2016 18:41:25,Aug 26 2016 01:56:13,5,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-69,21:00:06.2000,-05:05:40.10,WFC3/IR,G141,0.95580,0.96640,Roundtrip,0.630,14,Aug 16 2016 11:49:38,Aug 16 2016 17:38:16,4,Archived,Deming,0,Yes,Yes,Yes
14260,WASP-29,23:51:31.1000,-39:54:24.30,WFC3/IR,G141,0.95010,0.95740,Forward,0.110,15,Apr 14 2016 17:59:47,Apr 15 2016 01:14:29,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-12,13:57:33.5000,+43:29:36.70,WFC3/IR,G141,0.93830,0.94900,Forward,0.030,16,Dec 12 2015 02:19:35,Dec 12 2015 09:36:37,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-12,13:57:33.5000,+43:29:36.70,WFC3/IR,G141,0.93830,0.94900,Forward,0.030,17,Aug 31 2016 13:50:27,Aug 31 2016 21:10:10,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-18,17:05:23.1000,+33:00:45.00,WFC3/IR,G141,0.96480,0.96930,Forward,0.030,18,Feb 11 2016 19:02:58,Feb 12 2016 02:16:09,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-18,17:05:23.1000,+33:00:45.00,WFC3/IR,G141,0.96480,0.96930,Forward,0.030,19,Jan 12 2017 18:51:31,Jan 13 2017 02:08:49,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-26,14:12:37.5000,+04:03:36.10,WFC3/IR,G141,0.95480,0.96120,Forward,0.060,20,May 02 2016 03:37:53,May 02 2016 10:56:44,5,Archived,Deming,0,Yes,Yes,Yes
14260,HAT-P-26,14:12:37.5000,+04:03:36.10,WFC3/IR,G141,0.95480,0.96120,Forward,0.060,21,Mar 12 2016 08:07:01,Mar 12 2016 15:22:29,5,Archived,Deming,0,Yes,Yes,Yes
14260,HATS-7,13:55:25.6800,-21:12:27.70,WFC3/IR,G141,0.93800,0.94800,Forward,0.020,22,Mar 17 2016 02:32:10,Mar 17 2016 09:46:57,5,Archived,Deming,0,Yes,Yes,Yes
14260,HATS-7,13:55:25.6800,-21:12:27.70,WFC3/IR,G141,0.93800,0.94800,Forward,0.020,23,Mar 20 2016 06:53:40,Mar 20 2016 14:07:09,5,Archived,Deming,0,Yes,Yes,Yes
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,0.28740,0.31570,Forward,4.800,11,Mar 26 2016 04:06:35,Mar 26 2016 05:12:09,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,12,Mar 26 2016 05:41:58,Mar 26 2016 06:47:32,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,13,Mar 26 2016 07:17:21,Mar 26 2016 08:22:55,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,14,Mar 26 2016 08:52:44,Mar 26 2016 09:58:18,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,0.28740,0.31570,Forward,4.800,21,Mar 31 2016 08:06:38,Mar 31 2016 09:12:12,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,22,Mar 31 2016 09:42:01,Mar 31 2016 10:47:35,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,23,Mar 31 2016 11:17:25,Mar 31 2016 12:22:59,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,24,Mar 31 2016 12:52:48,Mar 31 2016 13:58:22,1,Archived,Dragomir,0,Yes,Yes,Yes
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,0.28740,0.31570,Forward,4.800,31,Apr 07 2016 16:34:21,Apr 07 2016 17:39:55,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,32,Apr 07 2016 18:09:43,Apr 07 2016 19:15:17,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,33,Apr 07 2016 19:45:06,Apr 07 2016 20:50:40,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,34,Apr 07 2016 21:20:29,Apr 07 2016 22:26:03,1,Archived,Dragomir,0,N/A,N/A,N/A
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,0.28740,0.31570,Forward,4.800,41,Apr 13 2016 14:03:00,Apr 13 2016 15:08:34,1,Archived,Dragomir,0,Yes,Yes,Yes
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,42,Apr 13 2016 15:38:23,Apr 13 2016 16:43:57,1,Archived,Dragomir,0,Yes,Yes,Yes
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,43,Apr 13 2016 17:13:45,Apr 13 2016 18:19:19,1,Archived,Dragomir,0,Yes,Yes,Yes
14453,55-CNC,08:52:35.8109,+28:19:50.95,WFC3/IR,G141,N/A,N/A,Forward,4.800,44,Apr 13 2016 18:49:08,Apr 13 2016 19:54:42,1,Archived,Dragomir,0,Yes,Yes,Yes
14455,EPIC-2037B/2MASSJ16101770-2459251,16:10:17.6900,-24:59:25.20,WFC3/IR,G141,0.98300,0.98650,Forward,0.160,02,Jul 04 2016 11:41:43,Jul 05 2016 01:28:29,9,Archived,Petigura,12,Yes,Yes,Yes
14468,WASP-121/2MASSJ07102406-3905506,07:10:24.0580,-39:05:50.55,WFC3/IR,G141,0.85000,0.86000,Forward,0.120,01,Feb 06 2016 04:43:50,Feb 06 2016 12:07:54,5,Archived,Evans,3,Yes,Yes,Yes
14500,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.2880,-05:02:36.30,WFC3/IR,G141,N/A,N/A,Roundtrip,0.027,01,May 04 2016 05:29:31,May 04 2016 11:13:58,4,Archived,deWit,6,Yes,Yes,Yes
14619,WASP-127/BD-03-2978,10:42:14.0808,-03:50:06.26,WFC3/IR,G141,0.95800,0.96100,Forward,0.170,04,Apr 09 2018 08:47:11,Apr 09 2018 15:52:36,5,Archived,Spake,6,Yes,Yes,Yes
14642,WASP-63,06:17:20.7464,-38:19:23.80,WFC3/IR,G141,0.92810,0.94240,Forward,0.080,01,Sep 19 2016 05:37:45,Sep 19 2016 17:43:17,8,Archived,Stevenson,0,Yes,Yes,Yes
14664,KELT-1,00:01:26.9222,+39:23:01.67,WFC3/IR,G141,0.01200,0.02200,Forward,0.097,01,Oct 14 2016 09:15:13,Oct 15 2016 00:32:27,10,Archived,Beatty,12,Yes,Yes,Yes
14664,KELT-1,00:01:26.9222,+39:23:01.67,WFC3/IR,G141,0.34500,0.35500,Forward,0.097,02,Nov 19 2016 02:15:44,Nov 19 2016 17:35:18,10,Archived,Beatty,12,Yes,Yes,Yes
14664,KELT-1,00:01:26.9222,+39:23:01.67,WFC3/IR,G141,0.49500,0.50500,Forward,0.097,05,Nov 22 2016 22:24:18,Nov 23 2016 13:41:35,10,Archived,Beatty,12,Yes,Yes,Yes
14664,KELT-1,00:01:26.9222,+39:23:01.67,WFC3/IR,G141,0.86000,0.87000,Forward,0.097,06,Nov 20 2016 22:43:39,Nov 21 2016 14:00:56,10,Archived,Beatty,12,Yes,Yes,Yes
14682,K2-18/K2-18D,11:30:14.5090,+07:35:18.21,WFC3/IR,G141,0.99340,0.99543,Forward,0.140,01,Jan 04 2017 19:39:09,Jan 05 2017 02:56:11,5,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-18/K2-18D,11:30:14.5090,+07:35:18.21,WFC3/IR,G141,0.99340,0.99543,Roundtrip,0.140,02,Feb 06 2017 17:41:43,Feb 07 2017 01:00:49,5,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-18/K2-18D,11:30:14.5090,+07:35:18.21,WFC3/IR,G141,0.99340,0.99543,Forward,0.140,03,Dec 02 2016 20:02:44,Dec 03 2016 03:22:26,5,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-18/K2-18D,11:30:14.5090,+07:35:18.21,WFC3/IR,G141,0.99340,0.99543,Forward,0.140,04,Apr 13 2017 15:17:44,Apr 13 2017 22:37:40,5,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-18/K2-18D,11:30:14.5090,+07:35:18.21,WFC3/IR,G141,0.99340,0.99543,Roundtrip,0.140,05,Nov 30 2017 04:05:30,Nov 30 2017 11:01:13,5,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-18/K2-18D,11:30:14.5090,+07:35:18.21,WFC3/IR,G141,0.99340,0.99543,Forward,0.140,06,May 13 2018 20:34:25,May 14 2018 03:49:23,5,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-3/K2-3B,11:29:20.3765,-01:27:17.33,WFC3/IR,G141,0.99437,0.99587,Forward,0.180,07,Jan 08 2017 04:43:29,Jan 08 2017 13:35:49,6,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-3/K2-3B,11:29:20.3765,-01:27:17.33,WFC3/IR,G141,0.99437,0.99587,Forward,0.180,08,Nov 24 2016 14:53:27,Nov 24 2016 23:44:34,6,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-3/K2-3B,11:29:20.3765,-01:27:17.33,WFC3/IR,G141,0.99437,0.99587,Forward,0.180,09,Feb 21 2017 18:32:55,Feb 22 2017 03:24:47,6,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-3/K2-3B,11:29:20.3765,-01:27:17.33,WFC3/IR,G141,0.99437,0.99587,Forward,0.180,10,Apr 07 2017 06:40:47,Apr 07 2017 15:35:23,6,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-3/K2-3B,11:29:20.3765,-01:27:17.33,WFC3/IR,G141,0.99437,0.99587,Forward,0.180,11,Nov 16 2017 01:34:27,Nov 16 2017 10:26:45,6,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-3/K2-3B,11:29:20.3765,-01:27:17.33,WFC3/IR,G141,0.99437,0.99587,Forward,0.180,13,Dec 30 2017 15:07:28,Dec 31 2017 00:03:21,6,Archived,Benneke,0,Yes,Yes,Yes
14682,K2-3/K2-3B,11:29:20.3765,-01:27:17.33,WFC3/IR,G141,0.99437,0.99587,Forward,0.180,14,Feb 13 2018 04:48:04,Feb 13 2018 13:39:38,6,Archived,Benneke,0,Yes,Yes,Yes
14758,GJ-1132/LHS-281,10:14:51.7700,-47:09:24.10,WFC3/IR,G141,0.90322,0.91388,Roundtrip,0.200,01,Apr 18 2017 12:53:03,Apr 18 2017 18:46:29,4,Archived,Berta-Thompson,0,Yes,Yes,Yes
14758,GJ-1132/LHS-281,10:14:51.7700,-47:09:24.10,WFC3/IR,G141,0.90322,0.91388,Roundtrip,0.200,02,Sep 23 2017 13:00:00,Sep 23 2017 18:40:47,4,Archived,Berta-Thompson,0,Yes,Yes,Yes
14758,GJ-1132/LHS-281,10:14:51.7700,-47:09:24.10,WFC3/IR,G141,0.90322,0.91388,Roundtrip,0.200,03,Nov 19 2017 13:36:21,Nov 19 2017 19:20:55,4,Archived,Berta-Thompson,0,Yes,Yes,Yes
14758,GJ-1132/LHS-281,10:14:51.7700,-47:09:24.10,WFC3/IR,G141,0.90322,0.91388,Roundtrip,0.200,04,Nov 22 2017 19:40:13,Nov 23 2017 01:23:32,4,Archived,Berta-Thompson,0,Yes,Yes,Yes
14758,GJ-1132/LHS-281,10:14:51.7700,-47:09:24.10,WFC3/IR,G141,0.90322,0.91388,Roundtrip,0.200,05,Nov 26 2017 01:33:36,Nov 26 2017 07:22:38,4,Archived,Berta-Thompson,0,Yes,Yes,Yes
14767,WASP-6,23:12:37.7510,-22:40:26.16,WFC3/IR,G141,0.94250,0.94970,Forward,0.060,49,May 06 2017 10:50:23,May 06 2017 18:07:43,5,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-62,05:48:33.5945,-63:59:18.29,WFC3/IR,G141,0.95670,0.96020,Forward,0.120,60,Apr 14 2017 17:41:47,Apr 15 2017 01:02:06,5,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-101,06:33:24.2668,-23:29:10.27,WFC3/IR,G141,0.94500,0.95330,Forward,0.150,64,Oct 01 2016 19:47:12,Oct 02 2016 03:08:11,5,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-79,04:25:29.0210,-30:36:01.55,WFC3/IR,G141,0.94830,0.95470,Forward,0.135,70,Mar 03 2017 05:19:48,Mar 03 2017 12:42:51,5,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-79,04:25:29.0210,-30:36:01.55,WFC3/IR,G141,0.44830,0.45470,Forward,0.150,71,Nov 15 2016 04:37:58,Nov 15 2016 12:02:21,5,Archived,Sing,0,Yes,Yes,Yes
14767,HAT-P-32,02:04:10.2780,+46:41:16.21,WFC3/IR,G141,0.40940,0.42180,Forward,0.050,75,Dec 18 2016 10:26:22,Dec 18 2016 18:07:58,5,Archived,Sing,0,Yes,Yes,Yes
14767,HAT-P-41,19:49:17.4387,+04:40:20.72,WFC3/IR,G141,0.43000,0.43940,Forward,0.065,86,Oct 09 2016 11:28:36,Oct 09 2016 18:45:38,5,Archived,Sing,0,Yes,Yes,Yes
14767,HAT-P-41,19:49:17.4387,+04:40:20.72,WFC3/IR,G141,0.93000,0.93940,Forward,0.065,87,Oct 16 2016 05:34:56,Oct 16 2016 12:55:41,5,Archived,Sing,0,Yes,Yes,Yes
14767,KELT-7,05:13:10.9294,+33:19:05.40,WFC3/IR,G141,0.93000,0.93800,Roundtrip,0.900,91,Oct 18 2017 15:16:47,Oct 18 2017 22:36:46,5,Archived,Sing,0,Yes,Yes,Yes
14767,KELT-7,05:13:10.9294,+33:19:05.40,WFC3/IR,G141,0.42990,0.43770,Roundtrip,0.900,92,Aug 18 2017 02:46:19,Aug 18 2017 10:06:38,5,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-74,20:18:09.3241,-01:04:32.62,WFC3/IR,G141,0.92900,0.93800,Forward,0.250,79,Oct 06 2016 00:46:06,Oct 06 2016 06:35:06,4,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-74,20:18:09.3241,-01:04:32.62,WFC3/IR,G141,0.42900,0.43800,Forward,0.250,80,May 02 2017 11:18:08,May 02 2017 17:05:05,4,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-76,01:46:31.8590,+02:42:02.07,WFC3/IR,G141,0.39300,0.40300,Forward,0.220,96,Nov 03 2016 07:59:43,Nov 03 2016 15:17:21,5,Archived,Sing,0,Yes,Yes,Yes
14767,WASP-121/2MASSJ07102406-3905506,07:10:24.0580,-39:05:50.55,WFC3/IR,G141,0.35300,0.35900,Forward,0.120,A3,Nov 10 2016 18:25:08,Nov 11 2016 01:38:57,5,Archived,Sing,0,Yes,Yes,Yes
14792,HAT-P-7,19:28:59.3616,+47:58:10.26,WFC3/IR,G141,0.41396,0.42026,Forward,0.080,01,Jan 03 2017 23:50:37,Jan 04 2017 06:57:03,5,Archived,Bean,12,Yes,Yes,Yes
14792,HAT-P-7,19:28:59.3616,+47:58:10.26,WFC3/IR,G141,0.41396,0.42026,Forward,0.080,02,Dec 23 2016 23:25:17,Dec 24 2016 06:48:03,5,Archived,Bean,12,Yes,Yes,Yes
14793,HAT-P-11,19:50:50.2477,+48:04:51.09,WFC3/IR,G102,0.96810,0.97095,Forward,0.250,01,Sep 14 2016 10:36:07,Sep 14 2016 16:15:55,4,Archived,Bean,12,Yes,Yes,Yes
14793,HAT-P-11,19:50:50.2477,+48:04:51.09,WFC3/IR,G102,0.96668,0.97237,Forward,0.250,02,Oct 13 2016 18:44:21,Oct 14 2016 00:34:25,4,Archived,Bean,12,Yes,Yes,Yes
14793,HAT-P-11,19:50:50.2477,+48:04:51.09,WFC3/IR,G102,0.96668,0.97237,Forward,0.250,03,Nov 02 2016 07:32:44,Nov 02 2016 13:20:51,4,Failed,Bean,12,Yes,Yes,Yes
14793,HAT-P-11,19:50:50.2477,+48:04:51.09,WFC3/IR,G102,0.96668,0.97237,Forward,0.250,53,Dec 26 2016 02:17:30,Dec 26 2016 08:03:34,4,Archived,Bean,12,Yes,Yes,Yes
14793,HAT-P-11,19:50:50.2477,+48:04:51.09,WFC3/IR,G102,0.96810,0.97095,Forward,0.250,04,Nov 07 2016 05:12:38,Nov 07 2016 11:05:13,4,Archived,Bean,12,Yes,Yes,Yes
14793,HAT-P-11,19:50:50.2477,+48:04:51.09,WFC3/IR,G102,0.96668,0.97237,Forward,0.250,05,Nov 26 2016 18:22:55,Nov 27 2016 00:12:58,4,Archived,Bean,12,Yes,Yes,Yes
14873,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.3700,-05:02:36.90,WFC3/IR,G141,N/A,N/A,Forward,0.027,01,Dec 03 2016 23:50:55,Dec 04 2016 10:22:45,7,Archived,deWit,0,Yes,Yes,Yes
14873,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.3700,-05:02:36.90,WFC3/IR,G141,N/A,N/A,Forward,0.027,02,Dec 29 2016 03:52:03,Dec 29 2016 11:15:53,5,Archived,deWit,0,Yes,Yes,Yes
14873,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.3700,-05:02:36.90,WFC3/IR,G141,N/A,N/A,Forward,0.027,03,Jan 09 2017 16:46:35,Jan 10 2017 01:25:24,6,Archived,deWit,0,Yes,Yes,Yes
14873,TRAPPIST-1/2MASS-J23062928-0502285,23:06:30.3700,-05:02:36.90,WFC3/IR,G141,N/A,N/A,Forward,0.027,04,Jan 10 2017 09:59:47,Jan 10 2017 17:19:03,5,Archived,deWit,0,Yes,Yes,Yes
14887,USCO-161014.75-191909.3,16:10:14.7500,-19:19:09.30,WFC3/IR,G141,0.95609,0.96377,Forward,0.037,01,May 23 2017 02:54:34,May 23 2017 11:50:57,6,Archived,Benneke,6,Yes,Yes,Yes
14888,GJ-3053,00:44:59.3100,-15:16:18.00,WFC3/IR,G141,0.99337,0.99495,Forward,0.100,01,Jan 27 2017 20:10:48,Jan 28 2017 01:59:28,4,Archived,Dittmann,0,N/A,N/A,N/A
14888,GJ-3053,00:44:59.3100,-15:16:18.00,WFC3/IR,G141,0.99337,0.99470,Forward,0.140,05,Dec 15 2017 10:32:26,Dec 15 2017 16:21:23,4,Archived,Dittmann,0,Yes,Yes,Yes
14915,WASP-107/TYC-5530-1795-1,12:33:32.8480,-10:08:46.14,WFC3/IR,G141,0.96670,0.96920,Forward,0.134,01,Jun 05 2017 18:09:02,Jun 06 2017 01:31:44,5,Archived,Kreidberg,0,Yes,Yes,Yes
14916,WASP-107/TYC-5530-1795-1,12:33:32.8480,-10:08:46.14,WFC3/IR,G102,0.96680,0.97290,Forward,0.068,01,May 31 2017 01:24:59,May 31 2017 08:47:37,5,Archived,Spake,3,Yes,Yes,Yes
14918,WASP-17,15:59:50.9470,-28:03:42.33,WFC3/IR,G141,0.95100,0.95500,Forward,0.033,01,Jul 23 2017 18:45:45,Jul 24 2017 02:02:36,5,Archived,Wakeford,0,Yes,Yes,Yes
14918,WASP-17,15:59:50.9470,-28:03:42.33,WFC3/IR,G102,0.95100,0.95500,Forward,0.026,02,Jun 16 2017 10:18:09,Jun 16 2017 17:34:31,5,Failed,Wakeford,0,Yes,Yes,Yes
14918,WASP-17,15:59:50.9470,-28:03:42.33,WFC3/IR,G102,0.95100,0.95500,Forward,0.026,32,Sep 25 2017 07:03:14,Sep 25 2017 14:19:36,5,Archived,Wakeford,0,Yes,Yes,Yes
14927,KEPLER-16,19:16:18.1750,+51:45:26.76,WFC3/IR,G141,N/A,N/A,Forward,0.097,01,Jun 09 2017 11:20:26,Jun 09 2017 20:21:10,6,Archived,Hu,0,Yes,Yes,Yes
15109,HD-15082,02:26:51.0582,+37:33:01.73,WFC3/IR,G102,0.33000,0.42000,Forward,0.343,01,Nov 02 2017 11:01:09,Nov 02 2017 18:19:33,5,Archived,Kreidberg,6,Yes,Yes,Yes
15131,WASP-80/TYC-5165-481-1,20:12:40.1656,-02:08:39.19,WFC3/IR,G141,0.44800,0.46000,Forward,0.220,01,Jun 17 2019 03:22:55,Jun 17 2019 09:05:44,4,Archived,Desert,6,Yes,Yes,Yes
15131,WASP-80/TYC-5165-481-1,20:12:40.1656,-02:08:39.19,WFC3/IR,G141,0.44800,0.46000,Forward,0.220,02,Aug 11 2019 08:38:09,Aug 11 2019 14:21:03,4,Archived,Desert,6,Yes,Yes,Yes
15131,WASP-80/TYC-5165-481-1,20:12:40.1656,-02:08:39.19,WFC3/IR,G141,0.44700,0.46100,Forward,0.220,03,Aug 08 2019 07:31:54,Aug 08 2019 13:12:28,4,Archived,Desert,6,Yes,Yes,Yes
15131,WASP-80/TYC-5165-481-1,20:12:40.1656,-02:08:39.19,WFC3/IR,G141,0.44700,0.46100,Forward,0.220,04,Jul 05 2019 13:09:44,Jul 05 2019 18:50:15,4,Archived,Desert,6,Yes,Yes,Yes
15131,WASP-80/TYC-5165-481-1,20:12:40.1656,-02:08:39.19,WFC3/IR,G141,0.44700,0.46100,Forward,0.220,05,Jul 11 2019 16:55:52,Jul 11 2019 22:36:25,4,Archived,Desert,6,Yes,Yes,Yes
15134,WASP-121,07:10:24.0580,-39:05:50.55,WFC3/IR,G141,0.33990,0.34590,Forward,0.073,01,Feb 03 2019 08:37:34,Feb 04 2019 14:16:13,19,Archived,Evans,6,N/A,N/A,N/A
15134,WASP-121,07:10:24.0580,-39:05:50.55,WFC3/IR,G141,N/A,N/A,Forward,0.073,02,Feb 04 2019 14:51:07,Feb 05 2019 01:24:49,7,Archived,Evans,6,N/A,N/A,N/A
15134,WASP-121,07:10:24.0580,-39:05:50.55,WFC3/IR,G141,0.36290,0.36890,Forward,0.073,03,Mar 12 2018 17:38:05,Mar 13 2018 23:06:03,19,Archived,Evans,6,N/A,N/A,N/A
15134,WASP-121,07:10:24.0580,-39:05:50.55,WFC3/IR,G141,N/A,N/A,Forward,0.073,04,Mar 13 2018 23:42:03,Mar 14 2018 10:14:41,7,Archived,Evans,6,N/A,N/A,N/A
15135,WASP-121,07:10:24.0580,-39:05:50.55,WFC3/IR,G102,0.34000,0.34600,Forward,0.062,01,Dec 09 2017 16:50:14,Dec 10 2017 00:02:15,5,Archived,Evans,6,Yes,Yes,Yes
15135,WASP-121,07:10:24.0580,-39:05:50.55,WFC3/IR,G102,0.36300,0.36900,Forward,0.062,02,Nov 06 2017 14:01:18,Nov 06 2017 21:14:34,5,Archived,Evans,6,Yes,Yes,Yes
15138,KEPLER-79/KIC8394721,20:02:04.1060,+44:22:53.60,WFC3/IR,G141,0.99189,0.99429,Forward,0.015,01,Apr 12 2018 11:47:54,Apr 13 2018 07:44:17,13,Archived,Jontof-Hutter,6,Yes,Yes,Yes
15138,KEPLER-79/KIC8394721,20:02:04.1060,+44:22:53.60,WFC3/IR,G141,0.99189,0.99429,Forward,0.015,02,Nov 06 2018 21:01:06,Nov 07 2018 17:03:12,13,Archived,Jontof-Hutter,6,Yes,Yes,Yes
15149,KEPLER-1625B/KIC-4760478,19:41:43.0430,+39:53:11.57,WFC3/IR,G141,N/A,N/A,Stare,0.000,01,Oct 28 2017 06:44:36,Oct 29 2017 04:21:10,14,Archived,Teachey,6,N/A,N/A,N/A
15149,KEPLER-1625B/KIC-4760478,19:41:43.0430,+39:53:11.57,WFC3/IR,G141,N/A,N/A,Stare,0.000,02,Oct 29 2017 05:06:22,Oct 29 2017 23:26:47,12,Archived,Teachey,6,N/A,N/A,N/A
15255,KELT-11/HD-93396,10:46:49.7407,-09:23:56.49,WFC3/IR,G141,0.93100,0.93550,Roundtrip,0.960,01,Apr 18 2018 03:53:39,Apr 18 2018 17:39:33,9,Archived,Colon,6,Yes,Yes,Yes
